,Unnamed: 0.1,Unnamed: 0,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AWARD,SEASON
21,21,21,203901,Elfrid Payton,Elfrid,1610612753,ORL,21.0,82,25,57,0.305,2488.6666666666665,301,708,0.425,11,42,0.262,118,214,0.551,107,242,349,533,203,142,20,102,193,210,731,-204,2232.3,12,2,1948.0,1,12,77,60,2,3,2,22,33,32,40,6,4,60,5,4,6,1,1,1,11,81,79,4,5,73,3,2,1,3,1,2014-15
22,22,22,202407,Elijah Millsap,Elijah,1610612762,UTA,27.0,47,25,22,0.532,923.5983333333334,81,238,0.34,28,90,0.311,58,86,0.674,28,122,150,58,67,56,16,28,124,69,248,56,664.0,0,0,628.0,25,12,46,21,22,29,23,63,21,21,26,18,15,40,24,18,21,22,16,6,15,69,67,17,24,5,19,23,2,20,0,2014-15
23,23,23,203961,Eric Moreland,Eric,1610612758,SAC,23.0,3,0,3,0.0,2.078333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,2,1,3.2,0,0,3.0,75,77,13,77,81,74,79,1,60,68,60,73,74,73,76,75,77,76,77,74,64,1,3,75,76,20,78,23,2,77,0,2014-15
24,24,24,203475,Erick Green,Erick,1610612743,DEN,24.0,43,15,28,0.349,409.8883333333333,61,162,0.377,14,47,0.298,10,12,0.833,7,24,31,39,14,12,0,3,26,15,146,-81,263.7,0,0,254.0,30,32,55,51,41,37,38,46,28,30,30,52,59,11,51,52,54,32,47,40,64,25,34,55,37,57,40,23,2,40,0,2014-15
25,25,25,203128,Furkan Aldemir,Furkan,1610612755,PHI,23.0,41,9,32,0.22,540.4933333333333,40,78,0.513,0,5,0.0,13,27,0.481,78,98,176,28,17,17,16,10,96,37,93,-102,428.2,1,0,363.0,32,50,56,67,35,43,47,8,60,59,60,48,38,67,6,23,14,38,45,34,15,48,63,31,45,61,35,12,2,36,0,2014-15
26,26,26,203914,Gary Harris,Gary,1610612743,DEN,20.0,55,18,37,0.327,718.955,66,217,0.304,21,103,0.204,35,47,0.745,21,43,64,29,38,39,7,19,71,41,188,-173,408.3,0,0,394.0,19,23,65,57,28,36,26,70,24,19,49,25,26,30,33,39,38,37,28,16,37,63,54,27,34,70,36,23,2,35,0,2014-15
27,27,27,203922,Glenn Robinson III,Glenn,1610612755,PHI,21.0,35,2,33,0.057,260.77166666666665,26,67,0.388,5,19,0.263,16,24,0.667,15,24,39,11,11,6,1,3,15,16,73,27,146.3,0,0,142.0,36,69,60,76,48,52,51,44,38,41,39,40,44,42,39,52,47,51,52,50,57,25,25,53,52,9,52,23,2,52,0,2014-15
28,28,28,203511,Grant Jerrett,Grant,1610612762,UTA,21.0,8,6,2,0.75,50.931666666666665,7,26,0.269,1,15,0.067,1,1,1.0,2,7,9,3,3,2,2,0,11,1,16,-20,40.3,0,0,37.0,67,60,5,3,69,66,63,72,55,46,59,71,73,1,64,64,64,65,68,65,51,1,20,71,67,39,67,23,2,68,0,2014-15
29,29,29,203960,JaKarr Sampson,JaKarr,1610612755,PHI,22.0,74,17,57,0.23,1131.1833333333334,146,346,0.422,31,127,0.244,63,94,0.67,35,128,163,77,76,38,26,33,135,78,386,-335,813.1,0,0,785.0,9,28,77,66,15,15,16,24,17,14,44,15,13,41,22,15,19,16,15,17,7,71,71,14,16,78,16,23,2,16,0,2014-15
30,30,30,203210,JaMychal Green,JaMychal,1610612763,MEM,25.0,24,10,14,0.417,163.93,27,47,0.574,0,6,0.0,8,10,0.8,19,26,45,4,14,5,5,3,25,9,62,-25,138.0,0,0,131.0,50,48,35,41,55,51,55,3,60,56,60,58,60,18,34,48,43,61,47,54,42,25,32,61,53,42,54,23,2,53,0,2014-15
31,31,31,203913,Jabari Brown,Jabari,1610612747,LAL,22.0,19,4,15,0.211,568.3616666666667,70,170,0.412,23,62,0.371,64,85,0.753,3,33,36,40,32,12,2,12,33,64,227,-128,340.2,0,0,354.0,54,64,37,69,34,33,33,32,22,27,7,14,16,26,62,44,50,30,32,40,51,53,38,19,27,66,38,23,2,38,0,2014-15
32,32,32,203953,Jabari Parker,Jabari,1610612749,MIL,20.0,25,13,12,0.52,738.435,129,263,0.49,4,16,0.25,46,66,0.697,50,88,138,42,47,31,5,21,42,61,308,-114,597.6,2,0,564.0,48,39,31,23,27,17,20,10,43,44,43,21,19,35,13,27,23,27,20,20,42,64,42,20,21,65,21,9,2,22,0,2014-15
33,33,33,204022,Jack Cooley,Jack,1610612762,UTA,24.0,16,10,6,0.625,87.145,9,22,0.409,0,0,0.0,9,21,0.429,10,15,25,1,3,6,3,2,23,17,27,-5,82.5,0,0,71.0,57,48,19,15,62,63,65,33,60,68,60,55,49,70,44,59,59,69,68,50,49,20,30,52,64,25,61,23,2,61,0,2014-15
34,34,34,203516,James Ennis III,James,1610612748,MIA,24.0,62,27,35,0.435,1051.41,101,247,0.409,31,95,0.326,79,94,0.84,51,125,176,48,39,25,17,25,89,71,312,-6,682.2,1,0,651.0,15,9,64,38,19,22,22,34,17,20,19,12,13,10,12,16,14,25,27,24,13,67,61,16,20,26,18,12,2,18,0,2014-15
35,35,35,203949,James Michael McAdoo,James Michael,1610612744,GSW,22.0,15,11,4,0.733,137.17,24,44,0.545,0,0,0.0,14,25,0.56,15,22,37,2,6,5,9,3,21,20,62,9,145.4,0,0,129.0,60,44,16,5,57,54,56,5,60,68,60,45,42,58,39,54,49,66,60,54,30,25,28,45,53,16,53,23,2,54,0,2014-15
36,36,36,203923,James Young,James,1610612738,BOS,19.0,31,14,17,0.452,332.075,36,102,0.353,17,66,0.258,16,29,0.552,9,33,42,13,5,8,2,1,22,18,105,5,199.9,0,0,197.0,44,36,40,36,44,44,43,54,26,24,42,40,35,59,47,44,45,49,61,45,51,14,29,48,42,19,47,23,2,46,0,2014-15
37,37,37,203950,Jarnell Stokes,Jarnell,1610612763,MEM,21.0,19,12,7,0.632,126.14166666666668,21,37,0.568,0,0,0.0,15,28,0.536,16,18,34,4,7,5,5,6,25,22,57,16,126.8,0,0,115.0,54,40,23,13,58,55,60,4,60,68,60,43,36,62,37,58,53,61,59,54,42,36,32,42,55,14,55,23,2,57,0,2014-15
38,38,38,203924,Jerami Grant,Jerami,1610612755,PHI,21.0,65,18,47,0.277,1376.5483333333334,124,352,0.352,49,156,0.314,114,193,0.591,49,149,198,79,85,40,68,35,144,139,411,-176,1006.1,0,0,953.0,13,23,74,62,12,18,15,55,10,11,24,7,5,56,15,12,11,15,12,14,3,73,72,6,13,71,13,23,2,13,0,2014-15
39,39,39,203968,Jerrelle Benimon,Jerrelle,1610612743,DEN,23.0,2,2,0,1.0,2.723333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,1,0,0,0,0,0,0,6,2.6,0,0,3.0,78,69,1,1,79,79,81,79,60,68,60,73,74,73,68,71,72,76,73,74,64,1,1,75,79,18,80,23,2,77,0,2014-15
40,40,40,203925,Joe Harris,Joe,1610612739,CLE,23.0,51,32,19,0.627,492.99,48,120,0.4,31,84,0.369,9,15,0.6,7,34,41,26,27,7,2,4,62,11,136,-103,224.2,0,0,252.0,20,6,45,14,37,40,40,40,17,22,8,55,55,54,51,43,46,40,35,48,51,31,53,59,39,62,43,23,2,41,0,2014-15
41,41,41,204060,Joe Ingles,Joe,1610612762,UTA,27.0,79,36,43,0.456,1672.6033333333332,147,354,0.415,72,202,0.356,30,40,0.75,22,153,175,182,98,72,10,8,124,61,396,-49,1027.0,0,0,989.0,5,3,70,35,8,14,14,29,5,5,13,30,29,28,30,10,16,6,7,5,27,43,67,20,14,49,12,23,2,12,0,2014-15
42,42,42,203530,Joffrey Lauvergne,Joffrey,1610612743,DEN,23.0,24,9,15,0.375,267.9533333333333,36,89,0.404,3,16,0.188,18,28,0.643,27,50,77,13,22,8,10,14,43,22,93,-112,236.9,0,0,222.0,50,50,37,46,46,44,44,37,47,44,50,36,36,47,26,36,36,49,41,45,27,59,44,42,45,64,42,23,2,42,0,2014-15
43,43,43,203948,Johnny O'Bryant III,Johnny,1610612749,MIL,22.0,34,17,17,0.5,367.62666666666667,44,120,0.367,0,0,0.0,12,27,0.444,26,38,64,17,25,5,4,10,44,24,100,-99,204.3,0,0,199.0,37,28,40,24,42,41,40,48,60,68,60,50,38,69,29,41,38,43,38,54,47,48,45,38,43,60,46,23,2,45,0,2014-15
44,44,44,203919,Jordan Adams,Jordan,1610612763,MEM,20.0,30,14,16,0.467,248.4183333333333,35,86,0.407,10,25,0.4,14,23,0.609,9,19,28,16,14,16,7,8,24,20,94,17,206.6,0,0,194.0,45,36,39,32,50,46,46,35,35,36,4,45,45,52,47,56,57,45,47,35,37,43,31,45,44,12,45,23,2,47,0,2014-15
45,45,45,203903,Jordan Clarkson,Jordan,1610612747,LAL,23.0,59,11,48,0.186,1475.8233333333333,267,596,0.448,38,121,0.314,131,158,0.829,56,135,191,206,96,51,12,39,109,135,703,-241,1334.2,2,0,1264.0,18,44,76,73,10,5,6,18,16,16,25,5,7,13,10,13,12,4,8,11,21,77,65,8,6,74,7,9,2,7,1,2014-15
46,46,46,203944,Julius Randle,Julius,1610612747,LAL,20.0,1,0,1,0.0,13.566666666666666,1,3,0.333,0,0,0.0,0,2,0.0,0,0,0,0,1,0,0,0,1,1,2,-18,1.0,0,0,2.0,80,77,2,77,76,74,76,64,60,68,60,73,69,73,76,78,80,76,73,74,64,1,3,71,76,36,81,23,2,80,0,2014-15
47,47,47,203994,Jusuf Nurkic,Jusuf,1610612743,DEN,20.0,62,21,41,0.339,1103.2583333333334,171,383,0.446,0,2,0.0,84,132,0.636,125,257,382,50,86,52,68,38,207,119,426,-6,1233.4,4,0,1098.0,15,19,68,52,17,11,12,20,60,63,60,10,9,49,4,3,3,24,11,9,3,75,80,9,12,26,8,5,2,9,2,2014-15
48,48,48,203909,KJ McDaniels,KJ,1610612745,HOU,22.0,62,19,43,0.306,1351.895,172,434,0.396,43,150,0.287,100,133,0.752,65,135,200,72,105,44,70,33,126,96,487,-259,1072.0,1,0,1030.0,15,21,70,59,13,10,10,42,13,12,33,8,8,27,7,13,10,18,6,12,2,71,69,10,10,76,11,12,2,11,0,2014-15
49,49,49,203564,Kalin Lucas,Kalin,1610612763,MEM,26.0,1,0,1,0.0,5.53,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,-7,3.0,0,0,2.0,80,77,2,77,78,79,79,79,60,68,60,73,74,73,76,78,80,76,77,70,64,1,3,75,79,29,79,23,2,80,0,2014-15
50,50,50,203123,Kostas Papanikolaou,Kostas,1610612745,HOU,24.0,43,29,14,0.674,795.43,69,197,0.35,31,106,0.292,13,18,0.722,39,79,118,85,55,29,13,13,71,29,182,-37,522.1,0,0,500.0,30,7,35,7,24,35,32,56,17,18,32,48,52,32,20,28,25,13,18,23,19,57,54,35,36,47,24,23,2,25,0,2014-15
51,51,51,203937,Kyle Anderson,Kyle,1610612759,SAS,21.0,33,22,11,0.667,358.08,31,89,0.348,3,11,0.273,9,14,0.643,5,67,72,28,10,15,7,6,28,14,74,-35,258.4,0,0,221.0,39,18,29,8,43,47,44,59,47,51,35,55,57,47,58,33,37,38,55,38,37,36,36,57,50,46,41,23,2,43,0,2014-15
52,52,52,204038,Langston Galloway,Langston,1610612752,NYK,23.0,45,12,33,0.267,1457.4033333333334,204,511,0.399,62,176,0.352,63,78,0.808,37,153,190,150,61,52,12,22,129,89,533,-271,1117.0,0,0,1063.0,28,40,60,64,11,8,8,41,7,6,15,15,18,16,21,10,13,8,17,9,21,65,70,13,8,77,9,23,2,10,2,2014-15
53,53,53,203580,Larry Drew II,Larry,1610612755,PHI,25.0,12,4,8,0.333,219.10666666666663,20,58,0.345,4,26,0.154,2,3,0.667,1,14,15,45,25,6,0,0,13,18,46,-73,124.5,0,0,122.0,62,64,24,53,53,57,54,61,43,35,56,67,68,42,68,61,62,26,38,50,64,1,21,48,58,54,56,23,2,56,0,2014-15
54,54,54,203512,Lucas Nogueira,Lucas,1610612761,TOR,22.0,6,3,3,0.5,23.05,2,8,0.25,0,0,0.0,2,4,0.5,2,9,11,1,2,2,0,0,6,2,6,-11,24.7,0,0,22.0,70,66,13,24,73,72,72,74,60,68,60,67,66,63,64,63,63,69,71,65,64,1,12,70,72,32,71,23,2,71,0,2014-15
55,55,55,203935,Marcus Smart,Marcus,1610612738,BOS,21.0,67,35,32,0.522,1808.2266666666667,175,477,0.367,91,272,0.335,82,127,0.646,61,161,222,208,90,99,18,23,176,157,523,56,1362.4,0,0,1278.0,12,5,56,22,7,9,9,47,2,2,18,11,10,46,9,9,7,3,9,3,12,66,77,5,9,5,6,23,2,6,2,2014-15
56,56,56,203900,Markel Brown,Markel,1610612751,BKN,23.0,47,23,24,0.489,781.4166666666666,76,210,0.362,17,64,0.266,47,57,0.825,16,91,107,39,27,31,12,13,57,60,216,-23,504.9,1,0,465.0,25,16,51,29,25,30,29,51,26,26,38,20,22,14,37,26,28,32,35,20,21,57,49,22,28,41,25,12,2,27,0,2014-15
57,57,57,203956,Mitch McGary,Mitch,1610612760,OKC,23.0,32,20,12,0.625,484.935,88,165,0.533,0,2,0.0,25,40,0.625,53,112,165,14,31,16,16,12,72,30,201,47,485.0,3,0,444.0,41,20,31,15,38,25,37,6,60,63,60,32,29,50,11,20,18,48,33,35,15,53,56,34,31,7,27,7,2,29,0,2014-15
58,58,58,203457,Nerlens Noel,Nerlens,1610612755,PHI,21.0,75,18,57,0.24,2311.2366666666667,302,653,0.462,0,0,0.0,140,230,0.609,185,426,611,128,146,133,142,39,208,223,744,-432,2348.2,18,0,2033.0,8,23,77,65,3,2,4,13,60,68,60,4,3,52,1,1,1,10,4,2,1,77,81,2,4,79,1,1,2,2,1,2014-15
59,59,59,203910,Nick Johnson,Nick,1610612745,HOU,22.0,28,18,10,0.643,262.34833333333336,26,75,0.347,5,21,0.238,17,25,0.68,13,26,39,11,19,7,3,7,34,18,74,-47,148.3,0,0,149.0,47,23,27,11,47,52,49,60,38,38,45,39,42,39,42,48,47,51,44,48,49,39,39,48,50,48,51,23,2,51,0,2014-15
60,60,60,203917,Nik Stauskas,Nik,1610612758,SAC,21.0,73,26,47,0.356,1126.52,108,296,0.365,48,149,0.322,55,64,0.859,11,77,88,67,40,20,17,25,92,53,319,-128,596.1,0,0,596.0,10,11,74,49,16,21,17,50,12,13,20,19,20,8,43,29,32,20,25,28,13,67,62,23,19,66,22,23,2,21,0,2014-15
61,61,61,202703,Nikola Mirotic,Nikola,1610612741,CHI,24.0,82,50,32,0.61,1654.121666666667,253,624,0.405,99,313,0.316,228,284,0.803,63,341,404,97,89,54,54,36,172,221,833,169,1698.3,8,0,1649.0,1,1,56,17,9,7,5,36,1,1,22,2,2,17,8,2,2,12,10,7,5,74,76,3,2,1,4,3,2,4,1,2014-15
62,62,62,203943,Noah Vonleh,Noah,1610612766,CHA,19.0,25,8,17,0.32,258.51666666666665,30,76,0.395,5,13,0.385,18,26,0.692,28,58,86,4,11,4,9,12,20,24,83,-67,220.2,1,0,204.0,48,54,40,58,49,49,48,43,38,49,5,36,40,37,24,35,33,61,52,59,30,53,27,38,48,52,44,12,2,44,0,2014-15
63,63,63,203798,PJ Hairston,PJ,1610612766,CHA,22.0,45,19,26,0.422,687.2733333333333,87,269,0.323,49,163,0.301,31,36,0.861,22,70,92,21,22,21,13,11,61,35,254,-105,475.9,1,0,484.0,28,21,53,40,29,26,19,67,10,10,29,27,31,7,30,32,31,42,41,26,19,51,51,33,23,63,28,12,2,26,0,2014-15
64,64,64,203565,Patrick Christopher,Patrick,1610612763,MEM,27.0,4,2,2,0.5,28.73333333333333,3,12,0.25,0,4,0.0,0,0,0.0,2,4,6,0,1,1,0,2,6,1,6,-18,15.2,0,0,14.0,72,69,5,24,71,70,70,74,60,60,60,73,74,73,64,68,68,76,73,70,64,20,12,71,72,36,72,23,2,73,0,2014-15
65,65,65,203918,Rodney Hood,Rodney,1610612762,UTA,22.0,50,27,23,0.54,1064.38,155,374,0.414,62,170,0.365,61,80,0.763,9,108,117,83,45,30,12,12,119,52,433,59,778.9,0,0,779.0,23,9,49,20,18,13,13,30,7,7,11,17,17,23,47,21,26,14,22,22,21,53,66,24,11,4,17,23,2,17,0,2014-15
66,66,66,203893,Russ Smith,Russ,1610612763,MEM,24.0,12,7,5,0.583,65.06666666666666,8,25,0.32,2,11,0.182,12,13,0.923,1,5,6,8,12,3,0,1,13,7,30,22,46.2,0,0,52.0,62,56,18,19,67,64,64,68,51,51,52,50,58,5,68,66,68,55,50,62,64,14,21,63,62,11,64,23,2,63,0,2014-15
67,67,67,203930,Sean Kilpatrick,Sean,1610612750,MIN,25.0,4,2,2,0.5,71.515,7,20,0.35,4,13,0.308,4,4,1.0,1,5,6,4,2,3,0,1,3,3,22,17,42.2,0,0,42.0,72,69,5,24,64,66,66,57,43,49,28,61,66,1,68,66,68,61,71,62,64,14,9,66,65,12,66,23,2,66,0,2014-15
68,68,68,203894,Shabazz Napier,Shabazz,1610612748,MIA,23.0,51,24,27,0.471,1011.58,87,228,0.382,43,118,0.364,44,56,0.786,17,96,113,130,81,40,4,8,76,77,261,-32,642.6,0,0,635.0,20,15,54,30,21,26,24,45,13,17,12,22,23,20,36,25,27,9,13,14,47,43,57,15,22,44,20,23,2,19,0,2014-15
69,69,69,203963,Shayne Whittington,Shayne,1610612754,IND,24.0,20,9,11,0.45,108.16166666666666,19,42,0.452,1,6,0.167,18,23,0.783,10,19,29,6,5,5,2,7,18,16,57,16,116.8,0,0,107.0,53,50,29,37,59,58,58,16,55,56,54,36,45,21,44,56,56,58,61,54,51,39,26,53,55,14,59,23,2,59,0,2014-15
70,70,70,204021,Sim Bhullar,Sim,1610612758,SAC,22.0,3,1,2,0.333,2.685,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,0,2,1,7.7,0,0,6.0,75,75,5,53,80,74,77,9,60,68,60,73,74,73,76,75,77,69,77,74,57,1,1,75,76,20,74,23,2,75,0,2014-15
71,71,71,203915,Spencer Dinwiddie,Spencer,1610612765,DET,22.0,34,12,22,0.353,455.26166666666666,51,169,0.302,12,65,0.185,31,34,0.912,4,44,48,104,33,19,6,7,53,36,145,-70,400.6,1,0,359.0,37,40,46,50,39,39,34,71,31,25,51,27,32,6,61,37,41,11,31,29,40,39,47,32,38,53,37,12,2,37,0,2014-15
72,72,72,203933,T.J. Warren,T.J.,1610612756,PHX,21.0,40,17,23,0.425,614.13,113,214,0.528,5,21,0.238,14,19,0.737,41,44,85,25,27,18,9,9,51,24,245,-94,438.5,0,0,414.0,33,28,49,39,32,20,27,7,38,38,45,45,51,31,19,37,34,41,35,32,30,47,46,38,25,59,33,23,2,32,0,2014-15
73,73,73,204028,Tarik Black,Tarik,1610612747,LAL,23.0,63,25,38,0.397,1195.3133333333333,157,273,0.575,0,1,0.0,65,118,0.551,142,226,368,42,48,19,24,29,158,92,379,-79,964.6,5,0,875.0,14,12,66,44,14,12,18,2,60,66,60,13,11,61,2,6,5,27,19,29,8,70,74,11,17,55,14,4,2,15,0,2014-15
74,74,74,204025,Tim Frazier,Tim,1610612757,POR,24.0,11,3,8,0.273,239.4983333333333,21,61,0.344,5,17,0.294,10,21,0.476,6,22,28,60,25,8,0,2,26,22,57,-6,179.6,1,0,166.0,65,66,24,63,51,55,53,62,38,43,31,52,49,68,55,54,57,21,38,45,64,20,34,42,55,26,49,12,2,50,0,2014-15
75,75,75,204037,Travis Wear,Travis,1610612752,NYK,24.0,51,7,44,0.137,671.9933333333333,84,209,0.402,11,30,0.367,20,26,0.769,31,75,106,40,35,15,11,5,55,24,199,-80,429.2,0,0,408.0,20,56,72,75,30,28,30,38,33,34,10,34,40,22,23,30,29,30,30,38,26,34,48,38,32,56,34,23,2,33,0,2014-15
76,76,76,203898,Tyler Ennis,Tyler,1610612749,MIL,20.0,33,11,22,0.333,411.42333333333335,52,144,0.361,12,43,0.279,5,7,0.714,7,28,35,73,42,18,5,6,36,19,121,-61,299.5,0,0,287.0,39,44,46,53,40,38,39,52,31,31,34,59,61,34,51,47,52,17,24,32,42,36,40,47,40,50,39,23,2,39,0,2014-15
77,77,77,204020,Tyler Johnson,Tyler,1610612748,MIA,23.0,32,15,17,0.469,602.9966666666667,70,167,0.419,18,48,0.375,32,47,0.681,14,67,81,42,30,33,9,11,42,38,190,-63,446.2,1,0,415.0,41,32,40,31,33,33,35,28,25,28,6,26,26,38,41,33,35,27,34,19,30,51,42,30,33,51,32,12,2,31,0,2014-15
78,78,78,203805,Will Cherry,Will,1610612761,TOR,24.0,8,6,2,0.75,69.42166666666667,5,19,0.263,2,9,0.222,3,6,0.5,1,4,5,8,4,6,1,2,10,4,15,-7,50.0,0,0,44.0,67,60,5,3,66,68,67,73,51,54,47,64,62,63,68,68,71,55,65,50,57,20,19,65,68,29,63,23,2,65,0,2014-15
79,79,79,203897,Zach LaVine,Zach,1610612750,MIN,20.0,77,15,62,0.195,1901.7216666666664,286,677,0.422,57,167,0.341,149,177,0.842,27,187,214,276,193,54,10,38,158,137,778,-540,1447.8,4,0,1453.0,7,32,80,71,4,4,3,23,9,9,17,3,6,9,26,7,8,2,2,7,27,75,74,7,3,80,5,5,2,5,2,2014-15
80,80,80,204054,Zoran Dragic,Zoran,1610612748,MIA,26.0,16,6,10,0.375,75.22333333333333,11,30,0.367,3,14,0.214,3,5,0.6,5,3,8,5,5,2,0,1,6,8,28,-15,46.1,0,0,48.0,57,60,27,46,63,62,61,48,47,48,48,64,64,54,58,70,65,60,61,65,64,14,12,62,63,34,65,23,2,64,0,2014-15
0,0,0,1626151,Aaron Harrison,Aaron,1610612766,CHA,21.0,21,15,6,0.714,93.3,5,19,0.263,3,10,0.3,5,12,0.417,4,11,15,2,4,6,0,0,10,8,18,-7,53.0,0,0,50.0,50,36,15,9,56,61,59,68,44,45,35,54,50,62,55,58,59,58,57,47,62,1,18,52,61,28,60,22,1,60,0,2015-16
1,1,1,1626210,Alan Williams,Alan,1610612756,PHX,23.0,10,3,7,0.3,68.15,10,24,0.417,0,0,0.0,9,14,0.643,14,24,38,5,6,4,5,3,15,12,29,1,103.1,1,0,90.0,60,60,19,55,60,57,57,39,53,62,53,48,48,50,38,50,45,53,54,54,40,17,24,50,55,21,54,17,1,54,0,2015-16
2,2,2,1627293,Alex Stepheson,Alex,1610612763,MEM,28.0,8,2,6,0.25,72.15166666666667,9,27,0.333,0,0,0.0,4,12,0.333,19,9,28,2,0,1,5,6,12,8,22,-2,76.6,1,0,64.0,61,64,15,58,59,58,55,62,53,62,53,58,50,64,32,59,53,58,67,58,40,29,22,52,59,22,57,17,1,57,0,2015-16
3,3,3,1626148,Anthony Brown,Anthony,1610612747,LAL,23.0,29,4,25,0.138,598.6666666666666,39,126,0.31,20,70,0.286,17,20,0.85,9,61,70,19,15,14,5,10,34,18,115,-35,269.5,0,0,262.0,42,58,47,66,31,41,36,63,22,22,37,41,45,10,43,35,36,41,42,34,40,39,35,43,39,45,40,22,1,41,0,2015-16
4,4,4,1626253,Axel Toupane,Axel,1610612743,DEN,23.0,21,9,12,0.429,305.425,25,70,0.357,13,40,0.325,13,17,0.765,8,23,31,15,6,7,6,1,40,13,76,-17,168.7,0,0,161.0,50,44,26,39,45,49,48,59,30,33,26,43,46,23,45,51,50,43,54,46,37,10,37,49,48,37,48,22,1,49,0,2015-16
5,5,5,1626246,Boban Marjanovic,Boban,1610612759,SAS,27.0,54,47,7,0.87,507.805,105,174,0.603,0,0,0.0,87,114,0.763,73,121,194,21,29,12,23,13,54,82,297,54,637.3,3,0,582.0,25,1,19,3,33,25,30,5,53,62,53,11,13,24,9,19,17,39,30,37,15,45,42,16,23,6,23,8,1,24,0,2015-16
6,6,6,1626171,Bobby Portis,Bobby,1610612741,CHI,21.0,62,29,33,0.468,1102.08,186,436,0.427,16,52,0.308,48,66,0.727,123,214,337,52,54,25,22,23,100,66,436,-178,1005.4,6,0,935.0,19,15,53,33,20,15,13,32,26,26,31,20,19,33,5,12,7,23,18,26,17,56,52,19,17,69,14,5,1,17,0,2015-16
7,7,7,1626183,Branden Dawson,Branden,1610612746,LAC,23.0,6,5,1,0.833,28.865,2,5,0.4,0,0,0.0,1,1,1.0,2,2,4,0,0,0,1,2,2,1,5,-15,12.8,0,0,11.0,64,56,3,5,65,67,68,49,53,62,53,64,65,1,60,66,65,65,67,67,57,13,7,64,70,35,67,22,1,67,0,2015-16
8,8,8,1627362,Briante Weber,Briante,1610612748,MIA,23.0,7,3,4,0.429,168.655,14,39,0.359,0,5,0.0,3,4,0.75,8,17,25,21,9,9,3,2,12,8,31,-67,119.5,0,0,101.0,63,60,10,39,50,52,53,57,53,50,53,59,60,25,45,54,55,39,51,40,46,13,22,52,54,56,51,22,1,52,0,2015-16
9,9,9,1626214,Bryce Dejean-Jones,Bryce,1610612740,NOP,23.0,14,8,6,0.571,278.5566666666667,28,69,0.406,12,32,0.375,11,21,0.524,8,40,48,15,11,10,2,6,17,18,79,-39,184.1,0,0,178.0,55,46,15,19,46,47,49,46,32,35,16,46,43,56,45,40,42,43,47,39,51,29,25,43,47,46,46,22,1,46,0,2015-16
10,10,10,1626166,Cameron Payne,Cameron,1610612760,OKC,21.0,57,44,13,0.772,697.6133333333333,114,278,0.41,36,111,0.324,19,24,0.792,9,76,85,108,44,36,6,11,80,28,283,-28,629.0,0,0,596.0,22,5,29,7,27,22,20,43,13,14,27,40,40,20,43,30,35,13,22,17,37,42,49,36,25,41,25,22,1,22,0,2015-16
11,11,11,1626191,Chris McCullough,Chris,1610612751,BKN,21.0,24,7,17,0.292,362.385,44,109,0.404,13,34,0.382,11,23,0.478,25,43,68,9,15,28,12,9,39,17,112,-119,312.1,0,0,282.0,48,49,34,56,41,39,38,48,30,34,14,46,41,60,26,39,37,52,42,22,26,38,36,46,40,62,36,22,1,37,0,2015-16
12,12,12,1626174,Christian Wood,Christian,1610612755,PHI,20.0,17,0,17,0.0,144.79833333333335,22,53,0.415,4,11,0.364,13,21,0.619,13,25,38,3,2,5,7,10,11,20,61,-49,145.1,0,0,130.0,53,70,34,70,53,50,51,42,41,44,17,43,43,53,39,49,45,55,61,52,33,39,19,42,51,53,50,22,1,50,0,2015-16
13,13,13,1626146,Cliff Alexander,Cliff,1610612757,POR,20.0,8,3,5,0.375,35.958333333333336,5,10,0.5,0,0,0.0,0,0,0.0,2,4,6,0,1,1,2,1,1,0,10,-13,25.2,0,0,22.0,61,60,12,49,64,61,64,18,53,62,53,65,66,65,60,64,64,65,62,58,51,10,3,66,64,33,63,22,1,63,0,2015-16
