,Unnamed: 0.1,Unnamed: 0,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AWARD,SEASON
70,70,70,1629621,Marial Shayok,Marial,1610612755,PHI,24.0,4,2,2,0.5,27.865,3,12,0.25,2,6,0.333,3,4,0.75,1,6,7,1,3,0,1,1,4,3,11,-13,20.9,0,0,23.0,100,90,12,39,103,100,95,105,78,83,41,78,81,49,90,86,89,100,77,101,71,29,20,84,98,57,101,24,2,100,0,2019-20
71,71,71,1629741,Marko Guduric,Marko,1610612763,MEM,25.0,44,19,25,0.432,483.615,62,157,0.395,25,83,0.301,24,26,0.923,14,59,73,45,36,12,8,11,34,31,173,-28,352.1,0,0,356.0,31,24,92,60,36,39,34,73,28,30,54,41,43,16,42,37,39,30,28,39,35,85,73,37,36,78,39,24,2,37,0,2019-20
72,72,72,1629716,Marques Bolden,Marques,1610612739,CLE,22.0,1,0,1,0.0,2.816666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,1,0,0,4,5.4,0,0,4.0,115,111,3,111,118,114,118,114,92,109,92,102,104,102,104,106,110,110,108,89,94,1,4,108,115,37,112,24,2,113,0,2019-20
73,73,73,1629680,Matisse Thybulle,Matisse,1610612755,PHI,23.0,65,40,25,0.615,1287.4316666666666,112,265,0.423,56,157,0.357,25,41,0.61,44,63,107,79,51,93,47,8,141,44,305,36,920.9,0,0,827.0,5,4,92,25,14,24,24,57,16,16,28,39,35,80,17,36,31,22,21,1,4,81,113,34,24,10,19,24,2,21,0,2019-20
74,74,74,1629760,Matt Mooney,Matt,1610612739,CLE,25.0,4,0,4,0.0,18.75,1,4,0.25,0,2,0.0,0,0,0.0,0,3,3,1,0,2,1,0,1,1,2,7,16.1,0,0,12.0,100,111,29,111,106,110,109,105,92,95,92,102,104,102,104,101,105,100,108,76,71,1,4,98,111,30,104,24,2,107,0,2019-20
75,75,75,1629744,Matt Thomas,Matt,1610612761,TOR,25.0,41,31,10,0.756,440.02,73,150,0.487,47,99,0.475,9,12,0.75,9,52,61,22,16,10,1,13,38,12,202,65,325.2,0,0,354.0,34,11,60,6,39,34,36,31,19,24,9,58,61,49,52,40,42,43,44,44,71,89,76,58,34,5,41,24,2,39,0,2019-20
76,76,76,1629622,Max Strus,Max,1610612741,CHI,24.0,2,0,2,0.0,6.233333333333333,2,3,0.667,0,1,0.0,1,1,1.0,1,0,1,0,0,0,0,0,1,0,5,15,6.2,0,0,6.0,112,111,12,111,116,107,112,6,92,103,92,95,101,1,90,116,114,110,108,101,94,1,4,108,108,22,111,24,2,110,0,2019-20
77,77,77,1629662,Mfiondu Kabengele,Mfiondu,1610612746,LAC,22.0,12,9,3,0.75,64.41666666666667,14,32,0.438,9,20,0.45,5,5,1.0,1,10,11,2,2,2,2,4,9,4,42,-1,68.2,0,0,72.0,70,51,20,7,82,69,69,48,42,53,10,71,75,1,90,77,80,94,91,76,62,62,43,79,65,42,76,24,2,74,0,2019-20
78,78,78,1626187,Michael Frazier II,Michael,1610612745,HOU,26.0,13,7,6,0.538,144.57,7,29,0.241,4,23,0.174,9,14,0.643,1,9,10,2,5,2,0,3,22,8,27,-58,43.0,0,0,47.0,65,60,41,36,62,83,74,110,60,50,83,58,57,75,90,79,82,94,68,76,94,52,62,65,77,94,86,24,2,82,0,2019-20
79,79,79,1629008,Michael Porter Jr.,Michael,1610612743,DEN,22.0,55,36,19,0.655,903.2866666666666,195,383,0.509,62,147,0.422,60,72,0.833,66,193,259,46,49,27,25,27,100,59,512,21,998.8,9,0,983.0,21,5,81,22,24,16,18,22,14,17,13,17,18,26,7,10,7,29,23,25,12,101,99,22,16,19,16,2,2,15,0,2019-20
80,80,80,1629671,Miye Oni,Miye,1610612762,UTA,22.0,10,5,5,0.5,109.075,12,32,0.375,7,19,0.368,4,5,0.8,5,12,17,4,4,4,2,2,9,6,35,-16,75.4,0,0,75.0,76,71,36,39,71,74,69,84,48,57,25,74,75,35,65,72,70,83,73,62,62,44,43,71,73,60,73,24,2,72,0,2019-20
81,81,81,1629650,Moses Brown,Moses,1610612757,POR,20.0,9,4,5,0.444,32.843333333333334,4,10,0.4,0,0,0.0,3,8,0.375,3,11,14,1,3,1,1,0,7,5,11,-33,32.3,0,0,30.0,83,77,36,54,97,98,99,69,92,109,92,78,68,99,71,75,74,100,77,89,71,1,35,75,98,84,94,24,2,94,0,2019-20
82,82,82,1628539,Mychal Mulder,Mychal,1610612744,GSW,26.0,7,3,4,0.429,203.68666666666667,26,67,0.388,16,52,0.308,9,12,0.75,3,20,23,8,5,2,1,0,20,8,77,23,120.6,0,0,130.0,91,81,29,61,56,54,52,79,38,37,52,58,61,49,71,59,64,64,68,76,71,1,60,65,53,18,61,24,2,58,0,2019-20
83,83,83,1629642,Nassir Little,Nassir,1610612757,POR,20.0,48,22,26,0.458,572.485,65,151,0.43,14,59,0.237,28,44,0.636,31,77,108,22,15,13,14,12,72,35,172,-54,400.6,1,0,370.0,25,20,96,51,33,37,35,51,39,36,70,36,32,77,24,31,30,43,47,36,22,87,87,36,37,90,35,15,2,36,0,2019-20
84,84,84,1629675,Naz Reid,Naz,1610612750,MIN,20.0,30,8,22,0.267,495.4633333333333,100,243,0.412,32,97,0.33,37,53,0.698,34,90,124,35,22,19,22,16,83,49,269,6,571.3,2,0,542.0,45,56,86,95,34,26,26,63,24,26,45,26,28,61,23,26,25,33,37,30,14,94,92,31,25,32,28,9,2,28,0,2019-20
85,85,85,1629651,Nic Claxton,Nic,1610612751,BKN,21.0,15,5,10,0.333,186.85,27,48,0.563,1,7,0.143,11,21,0.524,19,25,44,16,9,1,8,5,14,19,66,-67,160.8,0,0,145.0,61,71,60,71,57,53,59,18,83,80,87,53,47,87,37,57,52,52,56,89,35,71,53,48,55,97,56,24,2,57,0,2019-20
86,86,86,1629638,Nickeil Alexander-Walker,Nickeil,1610612740,NOP,21.0,47,19,28,0.404,590.8033333333333,98,266,0.368,46,133,0.346,25,37,0.676,9,75,84,89,54,17,8,20,57,46,267,-56,522.3,0,0,536.0,29,24,97,62,31,27,23,85,20,19,36,39,38,65,52,32,37,17,18,32,35,97,85,33,26,92,31,24,2,29,0,2019-20
87,87,87,1629740,Nicolo Melli,Nicolo,1610612740,NOP,29.0,60,26,34,0.433,1042.1233333333332,136,323,0.421,69,206,0.335,54,73,0.74,38,142,180,82,46,34,23,7,124,95,395,-88,859.0,0,0,840.0,11,17,104,59,22,21,20,58,11,12,40,18,17,56,20,16,18,20,24,18,13,77,107,12,21,103,21,24,2,20,0,2019-20
88,88,88,1628430,Nigel Williams-Goss,Nigel,1610612762,UTA,25.0,10,6,4,0.6,49.805,5,16,0.313,2,7,0.286,2,2,1.0,2,4,6,6,3,3,1,1,6,2,14,3,39.2,0,0,36.0,76,66,29,28,90,92,89,98,78,80,60,85,90,1,78,97,95,74,77,68,71,29,28,93,92,38,88,24,2,90,0,2019-20
89,89,89,203658,Norvel Pelle,Norvel,1610612755,PHI,27.0,24,12,12,0.5,231.7383333333333,25,48,0.521,0,1,0.0,7,14,0.5,20,52,72,8,18,3,31,5,55,12,57,-74,239.4,0,0,205.0,49,42,69,39,54,55,59,20,92,103,92,66,57,88,35,40,40,64,41,68,10,71,83,58,61,100,47,24,2,48,0,2019-20
90,90,90,1629052,Oshae Brissett,Oshae,1610612761,TOR,22.0,19,15,4,0.789,135.07333333333332,13,36,0.361,3,15,0.2,8,10,0.8,9,17,26,7,7,4,1,5,18,7,37,34,86.7,0,0,83.0,54,36,29,5,65,73,67,86,67,63,76,62,65,35,52,64,62,70,62,62,71,71,57,68,71,13,69,24,2,70,0,2019-20
91,91,91,1629023,P.J. Washington,P.J.,1610612766,CHA,21.0,58,22,36,0.379,1758.9916666666666,268,589,0.455,86,230,0.374,88,136,0.647,58,258,316,123,93,51,44,40,158,135,710,-221,1465.7,4,0,1425.0,14,20,107,68,5,10,9,43,8,10,24,11,8,73,11,1,2,10,9,7,5,109,115,5,9,111,3,3,2,5,2,2019-20
92,92,92,1628778,Paul Watson,Paul,1610612761,TOR,25.0,10,7,3,0.7,87.21166666666667,10,26,0.385,4,12,0.333,7,9,0.778,2,15,17,8,3,4,1,4,5,8,31,33,75.4,0,0,70.0,76,60,20,13,75,77,79,80,60,69,41,66,67,44,78,68,70,64,77,62,71,62,23,65,76,14,73,24,2,75,0,2019-20
93,93,93,1629683,Quinndary Weatherspoon,Quinndary,1610612759,SAS,23.0,11,5,6,0.455,77.73833333333333,5,17,0.294,1,5,0.2,1,2,0.5,1,6,7,11,5,3,1,2,8,3,12,-23,43.9,0,0,39.0,72,71,41,53,80,92,88,101,83,85,76,95,90,88,90,86,89,61,68,68,71,44,41,84,95,73,84,24,2,86,0,2019-20
94,94,94,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,56,17,39,0.304,1704.4216666666666,292,727,0.402,63,197,0.32,156,254,0.614,50,229,279,143,124,55,17,60,122,195,803,-326,1444.3,2,0,1432.0,19,31,111,83,6,6,4,66,13,13,46,3,2,79,14,4,5,5,3,6,19,116,106,2,5,117,5,9,2,4,0,2019-20
95,95,95,1629730,Rayjon Tucker,Rayjon,1610612762,UTA,22.0,20,12,8,0.6,161.44833333333332,20,43,0.465,3,17,0.176,19,23,0.826,3,17,20,5,8,1,1,3,10,26,62,-23,91.5,0,0,94.0,53,42,52,28,59,61,62,40,67,61,82,43,45,30,71,64,65,80,57,89,71,52,45,41,58,73,68,24,2,66,0,2019-20
96,96,96,1629641,Romeo Langford,Romeo,1610612738,BOS,20.0,32,22,10,0.688,369.84833333333336,28,80,0.35,5,27,0.185,18,25,0.72,15,26,41,13,11,8,8,11,33,24,79,67,184.7,0,0,170.0,42,20,60,14,41,52,48,90,55,45,81,44,44,60,40,54,54,57,52,50,35,85,72,45,52,3,53,24,2,53,0,2019-20
97,97,97,1629060,Rui Hachimura,Rui,1610612764,WAS,22.0,48,15,33,0.313,1444.0316666666668,254,545,0.466,25,87,0.287,116,140,0.829,78,216,294,87,53,37,8,53,105,118,649,-253,1214.3,3,0,1145.0,25,36,103,81,12,11,12,39,28,29,58,5,7,29,4,5,3,18,19,15,35,110,102,8,11,113,10,5,2,13,2,2019-20
98,98,98,1629635,Sekou Doumbouya,Sekou,1610612765,DET,19.0,38,10,28,0.263,753.7266666666667,92,236,0.39,28,98,0.286,31,46,0.674,20,98,118,19,35,20,8,27,80,42,243,-176,462.1,2,0,464.0,36,49,97,96,27,29,27,78,27,25,60,32,31,66,35,24,27,47,29,29,35,101,91,35,28,109,33,9,2,32,0,2019-20
99,99,99,1629044,Shamorie Ponds,Shamorie,1610612761,TOR,22.0,4,4,0,1.0,10.583333333333334,3,5,0.6,1,2,0.5,2,2,1.0,0,1,1,2,0,0,1,0,2,1,9,0,16.2,0,0,15.0,100,77,1,1,112,100,105,13,83,95,4,85,90,1,104,112,114,94,108,101,71,1,12,98,102,40,103,24,2,102,0,2019-20
100,100,100,1629742,Stanton Kidd,Stanton,1610612762,UTA,28.0,4,3,1,0.75,15.283333333333331,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,1,2,0,0,2,3,0,0,-1,3.1,0,0,4.0,100,81,3,7,108,114,112,114,92,103,92,102,104,102,104,101,105,100,91,101,94,44,15,108,115,42,114,24,2,113,0,2019-20
101,101,101,1629605,Tacko Fall,Tacko,1610612738,BOS,24.0,7,5,2,0.714,32.53666666666667,11,14,0.786,0,0,0.0,1,3,0.333,1,14,15,1,3,1,4,1,7,4,23,7,54.5,0,0,49.0,91,71,12,12,98,76,92,1,92,109,92,95,88,100,90,70,73,100,77,89,51,29,35,79,79,30,80,24,2,80,0,2019-20
102,102,102,1629659,Talen Horton-Tucker,Talen,1610612747,LAL,19.0,6,2,4,0.333,81.15,14,30,0.467,4,13,0.308,2,4,0.5,2,5,7,6,6,8,1,1,10,3,34,-18,72.4,0,0,69.0,94,90,29,71,78,69,72,37,60,66,52,85,81,88,78,91,89,74,66,50,71,29,45,84,74,66,75,24,2,76,0,2019-20
103,103,103,1629745,Tariq Owens,Tariq,1610612756,PHX,25.0,3,0,3,0.0,15.4,1,5,0.2,0,2,0.0,2,2,1.0,2,1,3,0,0,1,0,0,1,1,4,-16,10.6,0,0,9.0,107,111,20,111,107,110,105,112,92,95,92,85,90,1,78,112,105,110,108,89,94,1,4,98,109,60,109,24,2,109,0,2019-20
104,104,104,1629611,Terance Mann,Terance,1610612746,LAC,23.0,41,27,14,0.659,362.12,37,79,0.468,7,20,0.35,18,27,0.667,10,45,55,53,18,11,5,7,46,24,99,-5,274.5,1,0,246.0,34,15,75,21,43,46,49,36,48,53,33,44,42,68,47,44,44,26,41,42,48,77,80,45,47,48,43,15,2,45,0,2019-20
105,105,105,1629056,Terence Davis,Terence,1610612761,TOR,23.0,72,53,19,0.736,1209.1633333333334,199,436,0.456,94,242,0.388,51,59,0.864,50,187,237,115,76,39,14,28,124,51,543,200,1082.9,1,0,1095.0,1,1,81,9,17,15,15,42,7,9,18,20,23,22,14,12,11,12,13,13,22,103,107,28,14,1,14,15,2,14,2,2019-20
106,106,106,1629682,Tremont Waters,Tremont,1610612738,BOS,22.0,11,8,3,0.727,118.64166666666668,14,49,0.286,4,24,0.167,8,8,1.0,0,12,12,16,15,10,2,2,13,6,40,20,99.4,0,0,96.0,72,56,20,10,69,69,58,102,60,48,84,62,68,1,104,72,78,52,47,44,62,44,52,71,67,20,65,24,2,65,0,2019-20
107,107,107,1629660,Ty Jerome,Ty,1610612756,PHX,22.0,31,16,15,0.516,327.59,38,113,0.336,14,50,0.28,12,16,0.75,7,39,46,44,18,15,3,9,29,13,102,-102,259.2,0,0,242.0,43,34,77,38,46,45,43,92,39,38,62,52,55,49,57,49,51,31,41,34,59,83,67,57,46,105,45,24,2,46,0,2019-20
108,108,108,1629076,Tyler Cook,Tyler,1610612743,DEN,22.0,13,3,10,0.231,54.071666666666665,8,12,0.667,0,0,0.0,7,8,0.875,6,8,14,1,3,3,0,0,5,5,23,-17,47.3,0,0,44.0,65,81,60,101,85,80,95,6,92,109,92,66,68,19,61,85,74,100,77,68,94,1,23,75,79,63,82,24,2,83,0,2019-20
109,109,109,1629639,Tyler Herro,Tyler,1610612748,MIA,20.0,55,34,21,0.618,1508.08,270,631,0.428,116,298,0.389,87,100,0.87,16,208,224,121,87,34,9,23,76,85,743,-20,1235.3,1,0,1290.0,21,7,85,24,10,9,8,55,3,4,17,12,15,21,39,7,13,11,11,18,29,100,89,17,7,67,9,15,2,9,2,2019-20
110,110,110,1629724,Vic Law,Vic,1610612753,ORL,24.0,8,2,6,0.25,61.888333333333335,6,18,0.333,1,7,0.143,2,6,0.333,2,9,11,3,2,2,0,1,6,5,15,-7,36.7,0,0,34.0,90,90,41,97,84,86,87,93,83,80,87,85,73,100,78,79,80,88,91,76,94,29,28,75,91,50,91,24,2,92,0,2019-20
111,111,111,1629738,Vincent Poirier,Vincent,1610612738,BOS,26.0,22,18,4,0.818,129.99166666666667,17,36,0.472,1,2,0.5,6,7,0.857,13,30,43,8,8,2,9,3,25,9,41,-20,129.6,0,0,115.0,51,29,29,4,68,65,67,33,83,95,4,69,72,23,45,51,53,64,57,76,29,52,64,63,66,67,58,24,2,60,0,2019-20
112,112,112,1628427,Vlatko Cancar,Vlatko,1610612743,DEN,23.0,14,7,7,0.5,45.42,6,15,0.4,1,6,0.167,4,4,1.0,5,5,10,3,3,1,1,1,7,2,17,-8,36.5,0,0,35.0,63,60,46,39,93,86,91,69,83,83,84,74,81,1,65,91,82,88,77,89,71,29,35,93,87,51,92,24,2,91,0,2019-20
113,113,113,1629117,Wenyen Gabriel,Wenyen,1610612757,POR,23.0,30,10,20,0.333,234.9183333333333,21,48,0.438,6,20,0.3,15,22,0.682,21,31,52,8,16,11,7,2,39,17,63,-44,175.4,0,0,165.0,45,49,84,71,52,60,59,48,50,53,55,49,46,64,33,50,45,64,44,42,42,44,77,54,57,88,54,24,2,55,0,2019-20
114,114,114,1629739,William Howard,William,1610612745,HOU,26.0,2,1,1,0.5,13.266666666666667,0,4,0.0,0,4,0.0,0,0,0.0,0,2,2,1,1,0,0,0,1,0,0,-16,2.9,0,0,3.0,112,103,3,39,110,114,109,114,92,87,92,102,104,102,104,106,110,100,101,101,94,1,4,108,115,60,115,24,2,115,0,2019-20
115,115,115,1629668,Zach Norvell Jr.,Zach,1610612744,GSW,22.0,5,2,3,0.4,40.80166666666667,3,12,0.25,3,8,0.375,1,1,1.0,0,6,6,3,3,2,0,0,4,1,10,-27,24.7,0,0,26.0,97,90,20,63,95,100,95,105,67,77,20,95,101,1,104,86,95,88,77,76,94,1,20,98,100,77,99,24,2,99,0,2019-20
116,116,116,1629627,Zion Williamson,Zion,1610612740,NOP,19.0,24,11,13,0.458,668.1416666666667,210,360,0.583,6,14,0.429,114,178,0.64,64,86,150,50,59,16,9,39,42,133,540,62,811.0,2,0,796.0,49,47,72,51,29,14,19,16,50,65,12,6,5,76,8,27,23,27,16,33,29,108,78,6,15,6,23,9,2,23,1,2019-20
117,117,117,1629597,Zylan Cheatham,Zylan,1610612740,NOP,24.0,4,2,2,0.5,51.04333333333334,6,9,0.667,0,1,0.0,0,0,0.0,3,6,9,3,4,1,1,0,10,0,12,-28,29.3,0,0,28.0,100,90,12,39,89,86,102,6,92,103,92,102,104,102,71,86,88,88,73,89,71,1,45,108,95,78,98,24,2,97,0,2019-20
0,0,0,1630174,Aaron Nesmith,Aaron,1610612738,BOS,21.0,46,22,24,0.478,668.7316666666667,78,178,0.438,40,108,0.37,22,28,0.786,28,99,127,23,23,15,9,12,87,29,218,-7,453.9,0,0,456.0,27,19,66,42,32,32,33,41,21,22,19,37,37,36,23,29,28,44,36,37,37,63,72,39,33,30,33,31,2,33,0,2020-21
1,1,1,1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,19.0,45,13,32,0.289,1089.915,139,408,0.341,58,207,0.28,31,42,0.738,30,182,212,97,99,20,42,10,58,35,367,-393,853.9,1,0,858.0,28,47,79,72,18,19,15,79,14,11,56,30,34,51,20,10,13,19,5,29,4,57,65,32,20,92,21,17,2,18,0,2020-21
2,2,2,1628578,Amida Brimah,Amida,1610612754,IND,27.0,5,2,3,0.4,29.27833333333333,5,8,0.625,0,0,0.0,3,3,1.0,2,6,8,1,4,0,5,0,4,3,13,22,35.1,0,0,32.0,86,81,8,57,88,82,89,3,84,91,84,75,82,1,73,82,82,84,69,83,44,1,11,79,84,10,83,31,2,83,0,2020-21
3,3,3,1630162,Anthony Edwards,Anthony,1610612750,MIN,19.0,72,23,49,0.319,2314.1666666666665,505,1211,0.417,171,520,0.329,211,272,0.776,59,277,336,211,160,82,36,68,129,186,1392,-228,2305.7,3,0,2346.0,1,16,92,66,1,1,1,48,2,1,41,1,1,42,10,2,3,5,1,2,6,94,87,1,1,87,1,5,2,1,1,2020-21
4,4,4,1630264,Anthony Gill,Anthony,1610612764,WAS,28.0,26,11,15,0.423,218.015,30,60,0.5,7,24,0.292,13,16,0.813,16,35,51,11,8,10,4,5,27,16,80,-17,191.7,0,0,177.0,51,51,51,53,52,56,58,15,50,53,53,49,50,30,38,48,48,55,56,44,49,38,47,49,56,39,51,31,2,53,0,2020-21
5,5,5,1630237,Anthony Lamb,Anthony,1610612745,HOU,23.0,24,3,21,0.125,415.21,46,118,0.39,23,71,0.324,18,21,0.857,27,43,70,23,19,6,5,7,34,25,133,-89,265.5,0,0,271.0,55,74,61,87,38,41,40,64,33,31,42,44,46,16,25,46,39,44,43,55,44,42,52,41,41,71,43,31,2,43,0,2020-21
6,6,6,1629717,Armoni Brooks,Armoni,1610612745,HOU,23.0,20,3,17,0.15,520.36,78,192,0.406,60,157,0.382,7,12,0.583,10,58,68,30,22,12,5,6,34,10,223,-135,378.6,0,0,415.0,60,74,52,86,34,32,32,52,12,17,15,61,56,76,46,36,41,34,39,41,44,40,52,55,32,81,36,31,2,34,0,2020-21
7,7,7,1630204,Ashton Hagans,Ashton,1610612750,MIN,21.0,2,0,2,0.0,4.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,-3,-1.0,0,0,0.0,92,90,5,90,93,92,94,92,84,91,84,87,87,87,86,91,92,90,85,83,80,1,1,89,92,26,93,31,2,92,0,2020-21
8,8,8,1630271,Brodric Thomas,Brodric,1610612739,CLE,24.0,32,6,26,0.188,399.27,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,22,15,10,7,40,32,125,-48,286.6,0,0,274.0,40,69,67,84,39,47,42,73,41,38,59,30,29,65,50,44,47,34,39,37,31,42,58,34,42,53,41,31,2,42,0,2020-21
9,9,9,1629604,CJ Elleby,CJ,1610612757,POR,21.0,30,19,11,0.633,192.38333333333333,25,66,0.379,7,34,0.206,11,15,0.733,11,21,32,10,5,6,3,2,27,13,68,-15,143.4,0,0,135.0,44,30,39,19,56,58,57,68,50,45,70,53,51,52,43,59,57,56,63,55,56,23,47,52,58,37,59,31,2,58,0,2020-21
10,10,10,1628419,Cameron Oliver,Cameron,1610612745,HOU,24.0,4,1,3,0.25,87.38333333333334,19,33,0.576,4,13,0.308,1,4,0.25,5,16,21,5,3,2,4,2,11,3,43,-11,90.7,1,0,85.0,87,87,8,77,73,61,70,4,58,65,47,84,79,86,66,63,62,70,72,70,49,23,30,79,65,33,64,17,2,65,0,2020-21
11,11,11,1630199,Cassius Stanley,Cassius,1610612754,IND,21.0,24,10,14,0.417,93.31833333333331,13,43,0.302,3,13,0.231,7,9,0.778,8,12,20,1,1,1,2,9,14,6,36,18,69.5,0,0,66.0,55,58,49,55,71,71,63,86,65,65,65,61,63,38,50,68,65,84,85,76,62,56,34,65,72,11,72,31,2,72,0,2020-21
12,12,12,1630216,Cassius Winston,Cassius,1610612764,WAS,23.0,22,10,12,0.455,98.195,14,33,0.424,8,17,0.471,5,6,0.833,0,9,9,12,5,2,1,1,8,5,41,-49,73.8,0,0,76.0,57,58,41,46,68,68,70,44,46,60,6,68,71,22,86,73,79,53,63,70,66,14,19,71,67,54,70,31,2,70,0,2020-21
13,13,13,1629643,Chuma Okeke,Chuma,1610612753,ORL,22.0,45,15,30,0.333,1132.5533333333333,135,324,0.417,49,141,0.348,30,40,0.75,42,139,181,101,38,48,22,15,48,38,349,-182,889.7,0,0,820.0,28,42,75,64,17,21,20,49,20,19,32,32,35,46,14,18,18,17,25,10,14,71,61,30,23,83,18,31,2,20,0,2020-21
14,14,14,1630175,Cole Anthony,Cole,1610612753,ORL,21.0,47,13,34,0.277,1272.8433333333332,219,552,0.397,58,172,0.337,109,131,0.832,38,183,221,192,106,30,18,49,98,132,605,-322,1196.2,0,0,1172.0,25,47,84,75,13,12,9,57,14,14,36,6,8,23,17,9,12,6,4,21,16,91,77,4,11,91,10,31,2,12,0,2020-21
15,15,15,1629751,Dakota Mathias,Dakota,1610612755,PHI,25.0,8,4,4,0.5,123.46,19,48,0.396,8,26,0.308,2,6,0.333,1,6,7,13,1,1,3,0,7,5,48,-31,86.9,0,0,84.0,81,72,11,36,65,61,62,58,46,49,47,83,71,84,79,82,83,52,85,76,56,1,17,71,62,47,65,31,2,66,0,2020-21
16,16,16,1630187,Daniel Oturu,Daniel,1610612746,LAC,21.0,30,21,9,0.7,160.90333333333334,22,52,0.423,1,5,0.2,9,12,0.75,21,27,48,10,9,4,7,13,24,8,54,10,150.6,1,0,135.0,44,22,30,10,60,59,60,45,75,79,71,56,56,46,35,54,49,56,54,62,41,66,45,59,60,17,58,17,2,58,0,2020-21
17,17,17,1629686,Deividas Sirvydis,Deividas,1610612765,DET,21.0,20,8,12,0.4,133.11333333333334,14,40,0.35,10,28,0.357,3,6,0.5,0,29,29,5,5,2,0,2,9,5,41,-23,84.3,0,0,89.0,60,65,41,57,64,68,65,77,44,48,25,75,71,79,86,53,59,70,63,70,80,23,25,71,67,42,67,31,2,63,0,2020-21
18,18,18,1630166,Deni Avdija,Deni,1610612764,WAS,20.0,54,25,29,0.463,1256.8766666666668,130,312,0.417,53,168,0.315,29,45,0.644,22,240,262,63,33,32,15,16,140,44,342,-81,858.9,2,0,814.0,19,13,74,44,15,22,24,49,18,15,45,33,30,67,33,6,7,26,29,19,20,73,90,23,25,67,20,13,2,21,0,2020-21
19,19,19,1630217,Desmond Bane,Desmond,1610612763,MEM,23.0,68,36,32,0.529,1518.965,234,499,0.469,117,271,0.432,40,49,0.816,31,179,210,118,59,41,16,35,125,44,625,12,1166.0,0,0,1184.0,5,4,79,31,8,8,11,25,5,6,9,24,28,29,19,13,15,16,15,13,19,89,84,23,10,14,11,31,2,11,2,2020-21
20,20,20,1629962,Devin Cannady,Devin,1610612753,ORL,25.0,8,0,8,0.0,74.35,11,28,0.393,6,16,0.375,6,7,0.857,0,5,5,1,2,5,1,0,9,4,34,-23,57.5,0,0,58.0,81,90,23,90,76,74,74,62,52,62,17,67,69,16,86,85,86,84,81,59,66,1,25,76,74,42,74,31,2,74,0,2020-21
21,21,21,1630170,Devin Vassell,Devin,1610612759,SAS,20.0,62,30,32,0.484,1055.9633333333334,123,303,0.406,52,150,0.347,43,51,0.843,24,150,174,56,22,43,18,7,88,42,341,-65,794.8,0,0,745.0,13,10,79,41,21,26,25,53,19,18,33,22,25,20,31,16,20,28,39,12,16,42,73,26,26,62,23,31,2,24,0,2020-21
22,22,22,1629653,Devon Dotson,Devon,1610612741,CHI,21.0,11,4,7,0.364,50.21333333333333,11,21,0.524,1,7,0.143,0,0,0.0,2,3,5,7,0,4,0,2,3,2,23,32,51.5,0,0,44.0,76,72,18,61,84,74,77,10,75,73,79,87,87,87,73,87,86,64,92,62,80,23,9,84,76,7,75,31,2,78,0,2020-21
23,23,23,1629712,Didi Louzada,Didi,1610612740,NOP,21.0,3,0,3,0.0,56.336666666666666,3,13,0.231,2,8,0.25,0,0,0.0,1,2,3,3,3,2,0,1,5,0,8,-11,19.1,0,0,20.0,90,90,8,90,81,87,82,90,68,69,61,87,87,87,79,89,88,77,72,70,80,14,14,89,90,33,89,31,2,89,0,2020-21
24,24,24,1629685,Dylan Windler,Dylan,1610612739,CLE,24.0,31,11,20,0.355,512.6516666666666,57,130,0.438,26,77,0.338,21,27,0.778,20,87,107,33,32,19,12,7,37,23,161,-62,399.9,1,0,389.0,43,51,58,62,35,37,38,40,29,29,35,40,39,38,36,31,30,33,30,31,28,42,56,43,38,61,34,17,2,35,0,2020-21
25,25,25,1629091,Elijah Bryant,Elijah,1610612749,MIL,26.0,1,0,1,0.0,31.57,6,13,0.462,1,5,0.2,3,3,1.0,2,4,6,3,4,0,1,0,4,3,16,11,26.7,0,0,28.0,93,90,3,90,87,81,82,27,75,79,71,75,82,1,73,86,84,77,69,83,66,1,11,79,81,15,87,31,2,86,0,2020-21
